project_KEY,update__staff_KEY,project_number,description,long_description,engagement_KEY,engagement_template__engagement_template_id,engagement_template__engagement_template_id_sortable,engagement__description,engagement__client_KEY,engagement__client__client_description,engagement__client__client_id,engagement__client__client_id_sortable,engagement__engagement_template_KEY,engagement__office_KEY,priority_KEY,priority__description,priority__sort,tracking_description_KEY,tracking_description__description,responsible__staff_KEY,responsible__staff__staff_id,responsible__staff__description,assigned__staff_KEY,assigned__staff__staff_id,assigned__staff__staff_id_sortable,assigned__staff__description,department_KEY,department__department_id,target,completion_event,has_tasks,budgeted_based_on_tasks,budgeted_hours,budgeted_hours_variance,is_over_budgeted_hours,tasks_budgeted_amount,stored_budgeted_amount,calculated_budgeted_amount,percent_complete,percent_complete_is_overridden,received_date,target_start_date,target_complete_date,actual_start_date,actual_complete_date,comments,project_template_KEY,project_template__project_template_id,project_template__project_template_id_sortable,original_due_date,current_due_date,extension_number,is_extended,posted_actual_hours,posted_actual_amount,live_actual_hours,live_actual_amount,has_time_without_task,remaining_hours_adjustment,remaining_hours_adjustment_count,remaining_hours,has_remaining_hours_entries,solution_type_name,completion_event_recorded_date_utc,generate_descriptions_from_project,generate_engagement_from_project,generate_groupings_from_project,generate_assigned_from_project,generate_notes_from_project,generate_tasks_from_project,budget_generation_KEY,generate_budgeted_hours_factor,generate_budgeted_amount_factor,generate_custom_values_from_project,generate_links_from_project,recurring,schedule_item_KEY,assigned_staff_list,assigned_staff_id_list,budgeted_amount_is_calculated,staff_assignment_method_KEY,staff_qualifications__filter_KEY,is_open,extension_event,gofileroom_workflow_KEY,budgeted_amount,budgeted_amount_variance,is_over_budgeted_amount
11,61,10011,Taxation,,14,TAX,TAX,Taxation,3,Plymouth LLC,25616209500,25616209500                              `,5,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",79,2156OH,2156OH,"Hardin, Olly",,,,,TRUE,TRUE,3.75,-0.65,TRUE,445,445,0,1,FALSE,,41744,41744,41424,41758,,56,1040,1040                      g,41744,41744,0,FALSE,4.4,935,4.4,935,TRUE,0,0,-0.65,FALSE,Other,41411.91046,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,8432,"Hardin, Olly",2156OH,TRUE,1,,FALSE,,,445,-490,TRUE
12,61,10012,Taxation,,13,TAX,TAX,Taxation,2,StoryBook Ventures,25103704500,25103704500                              `,5,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",79,2156OH,2156OH,"Hardin, Olly",,,,,TRUE,TRUE,3.75,-7.9,TRUE,490,490,0,1,FALSE,,41744,41744,41729,41758,,56,1040,1040                      g,41744,41744,0,FALSE,11.65,2111.75,11.65,2111.75,TRUE,0,0,-7.9,FALSE,Other,41411.91047,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,8436,"Hardin, Olly",2156OH,TRUE,1,,FALSE,,,490,-1621.75,TRUE
13,61,10013,Taxation,,36,TAX,TAX,Taxation,13,WhiteRock Holdings,35062011000,35062011000                              `,5,1,999,Normal,2000,999,Completed,70,3321MC,"Cook, Milo",71,4193AB,4193AB,"Beasley, Anya",,,,,TRUE,TRUE,3.75,-5.69,TRUE,450,450,0,1,FALSE,,41927,41927,41684,41943,,56,1040,1040                      g,41744,41927,1,TRUE,9.44,1651.5,9.44,1651.5,TRUE,0,0,-5.69,FALSE,Other,41411.90671,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,6796,"Beasley, Anya",4193AB,TRUE,1,,FALSE,,,450,-1201.5,TRUE
14,61,10014,Outsourced CFO,,19,OCFO,OCFO,Outsourced CFO,6,StoryBook Ventures,22422573000,22422573000                              `,6,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,15,4.2,FALSE,2755,2755,0,0.72,FALSE,,42825,42825,42812,43104,,99,COMPNODISC,COMPNODISC,42825,42825,0,FALSE,10.8,1750,10.8,1750,TRUE,0,0,4.2,FALSE,Other,42643.33692,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,234890,,,TRUE,1,,FALSE,,,2755,1005,FALSE
15,61,10015,Outsourced CFO,,19,OCFO,OCFO,Outsourced CFO,6,StoryBook Ventures,22422573000,22422573000                              `,6,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,15,-0.2,TRUE,2890,2890,0,1,FALSE,,43190,43190,43140,43465,,99,COMPNODISC,COMPNODISC,43190,43190,0,FALSE,15.2,2939,15.2,2939,TRUE,0,0,-0.2,FALSE,Other,43008.3367,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,324193,,,TRUE,1,,FALSE,,,2890,-49,TRUE
16,61,10016,Payroll,,97,PAYROLL,PAYROLL,Payroll,14,Plymouth LLC,35909826000,35909826000                              `,1,1,999,Normal,2000,999,Completed,73,4831LC,"Clark, Lucia",,,,,,,,,TRUE,TRUE,7,-5.5,TRUE,796.5,796.5,0,1,FALSE,,43465,43465,43144,43496,,397,PAYROMTHLY,PAYROMTHLY,43465,43465,0,FALSE,12.5,1519,12.5,1519,FALSE,0,0,-5.5,FALSE,Other,43100.95412,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,FALSE,368600,,,FALSE,1,,FALSE,,,796.5,-722.5,TRUE
17,61,10017,Taxation,,9,TAX,TAX,Taxation,18,Treehouse Ventures,32626342500,32626342500                              `,5,1,999,Normal,2000,999,Completed,76,4337JW,"Ward, Jaime",,,,,2,Tax,,,TRUE,TRUE,1.5,-6,TRUE,162.5,162.5,0,1,FALSE,,43906,43906,43881,44959,,57,TAXAMENDTR,TAXAMENDTR,43905,43905,0,FALSE,7.5,1245,7.5,1245,FALSE,0,0,-6,FALSE,Other,43878.99716,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,560866,,,TRUE,1,,FALSE,,,162.5,-1082.5,TRUE
18,61,10018,Taxation,,10,TAX,TAX,Taxation,19,Plymouth LLC,30923067000,30923067000                              `,5,1,999,Normal,2000,999,Completed,76,4337JW,"Ward, Jaime",,,,,2,Tax,,,TRUE,TRUE,1.5,-3.4,TRUE,162.5,162.5,0,1,FALSE,,43892,43892,43890,44959,,57,TAXAMENDTR,TAXAMENDTR,43890,43890,0,FALSE,4.9,1165,4.9,1165,FALSE,0,0,-3.4,FALSE,Other,43880.91066,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,560976,,,TRUE,1,,FALSE,,,162.5,-1002.5,TRUE
19,61,10019,Accounting,,99,ACCOUNTING,ACCOUNTING,Accounting,14,Plymouth LLC,35909826000,35909826000                              `,2,1,999,Normal,2000,999,Completed,73,4831LC,"Clark, Lucia",,,,,,,,,TRUE,TRUE,79.33,62.34,FALSE,7547.88,7547.88,0,0.21,FALSE,,44928,44928,44658,45007,,1571,VPACCOUNTIN,VPACCOUNTIN,44926,44928,0,FALSE,16.99,2902.3,16.99,2902.3,TRUE,0,0,62.34,FALSE,Other,44647.11661,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,750426,,,FALSE,1,,FALSE,,,7547.88,4645.58,FALSE
20,61,10020,Accounting,,101,ACCOUNTING,ACCOUNTING,Accounting,26,Treehouse Ventures,24744118500,24744118500                              `,2,1,999,Normal,2000,999,Completed,71,4193AB,"Beasley, Anya",,,,,,,,,TRUE,TRUE,32.4,0.41,FALSE,3796.8,3796.8,0,0.99,FALSE,,44928,44928,44645,45007,,1571,VPACCOUNTIN,VPACCOUNTIN,44926,44928,0,FALSE,31.99,4390.1,31.99,4390.1,TRUE,0,0,0.41,FALSE,Other,44647.11661,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,750525,,,FALSE,1,,FALSE,,,3796.8,-593.3,TRUE
21,61,10021,Accounting,,93,ACCOUNTING,ACCOUNTING,Accounting,1,Treehouse Ventures,25984038000,25984038000                              `,2,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,FALSE,0,-1,TRUE,175,0,0,1,FALSE,,42990,43019,43020,43104,,987,QBOCONVRSN,QBOCONVRSN,43020,43020,0,FALSE,1,135,1,135,TRUE,0,0,-1,FALSE,Other,43020.83287,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1000,1,1,FALSE,FALSE,FALSE,325291,,,FALSE,1,,FALSE,,,0,-135,TRUE
22,61,10022,Accounting,,92,ACCOUNTING,ACCOUNTING,Accounting,4,Plymouth LLC,40922701500,40922701500                              `,2,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,FALSE,0,-0.5,TRUE,175,0,0,1,FALSE,,42990,43019,43020,43104,,987,QBOCONVRSN,QBOCONVRSN,43020,43020,0,FALSE,0.5,67.5,0.5,67.5,TRUE,0,0,-0.5,FALSE,Other,43020.83368,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1000,1,1,FALSE,FALSE,FALSE,325293,,,FALSE,1,,FALSE,,,0,-67.5,TRUE
23,61,10023,Payroll,,87,PAYROLL,PAYROLL,Payroll,23,Treehouse Ventures,21747927000,21747927000                              `,1,3,999,Normal,2000,999,Completed,,,,,,,,,,,,TRUE,TRUE,0,-4.04,TRUE,0,0,0,1,FALSE,,44711,44741,44602,44840,,1751,ERC,ERC,44742,44742,0,FALSE,4.04,486.1,4.04,486.1,TRUE,0,0,-4.04,FALSE,Other,44602.66751,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1000,1,1,FALSE,FALSE,FALSE,746131,,,TRUE,1,,FALSE,,,0,-486.1,TRUE
24,61,10024,Payroll,,97,PAYROLL,PAYROLL,Payroll,14,Plymouth LLC,35909826000,35909826000                              `,1,1,999,Normal,2000,999,Completed,,,,,,,,,,,,TRUE,TRUE,0,-4,TRUE,0,0,0,1,FALSE,,44640,44742,44671,44832,,1751,ERC,ERC,44671,44671,0,FALSE,4,497.5,4,497.5,TRUE,0,0,-4,FALSE,Other,44671.62509,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1000,1,1,FALSE,FALSE,FALSE,765378,,,TRUE,1,,FALSE,,,0,-497.5,TRUE
25,61,10025,Payroll,,97,PAYROLL,PAYROLL,Payroll,14,Plymouth LLC,35909826000,35909826000                              `,1,1,999,Normal,2000,999,Completed,73,4831LC,"Clark, Lucia",,,,,2,Tax,,,TRUE,TRUE,0,-85.81,TRUE,0,0,0,1,FALSE,,44897,44928,44734,45007,,1572,VPPAYROLL,VPPAYROLL,44926,44928,0,FALSE,85.81,11874.8,85.81,11874.8,TRUE,0,0,-85.81,FALSE,Other,44734.70282,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,768067,,,TRUE,1,,FALSE,,,0,-11874.8,TRUE
26,61,10026,Payroll,,89,PAYROLL,PAYROLL,Payroll,25,StoryBook Ventures,35062011000,35062011000                              `,1,1,999,Normal,2000,999,Completed,73,4831LC,"Clark, Lucia",,,,,2,Tax,,,TRUE,TRUE,0,-5.4,TRUE,0,0,0,1,FALSE,,44897,44928,44739,45007,,1572,VPPAYROLL,VPPAYROLL,44926,44928,0,FALSE,5.4,790.6,5.4,790.6,TRUE,0,0,-5.4,FALSE,Other,44739.91495,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,768161,,,TRUE,1,,FALSE,,,0,-790.6,TRUE
27,47,10027,Payroll,,66,PAYROLL,PAYROLL,Payroll,4,Big Three Technologies,40922701500,40922701500                              `,1,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,3.25,2.6,FALSE,270,270,0,0.2,FALSE,,41670,41670,41673,41673,,145,1099,1099                      g,41670,41670,0,FALSE,0.65,63.5,0.65,63.5,TRUE,0,0,2.6,FALSE,Other,41414.86398,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,22067,,,TRUE,1,,FALSE,,,270,206.5,FALSE
28,61,10028,Payroll,,97,PAYROLL,PAYROLL,Payroll,14,Plymouth LLC,35909826000,35909826000                              `,1,1,999,Normal,2000,999,Completed,73,4831LC,"Clark, Lucia",,,,,,,,,TRUE,TRUE,3.25,2.25,FALSE,455,455,0,0.31,FALSE,,43404,43404,43375,43465,,141,Q3PRTAX,Q3PRTAX,43404,43404,0,FALSE,1,140,1,140,TRUE,0,0,2.25,FALSE,Other,43323.3003,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,401574,,,TRUE,1,,FALSE,,,455,315,FALSE
29,61,10029,Payroll,,66,PAYROLL,PAYROLL,Payroll,4,Big Three Technologies,40922701500,40922701500                              `,1,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,3.25,3,FALSE,35,35,0,0.08,FALSE,,43496,43496,43475,43497,,144,Q4PRW2S,Q4PRW2S,43496,43496,0,FALSE,0.25,35,0.25,35,TRUE,0,0,3,FALSE,Other,43434.39553,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,436042,,,TRUE,1,,FALSE,,,35,0,FALSE
30,61,10030,Payroll,,66,PAYROLL,PAYROLL,Payroll,4,Big Three Technologies,40922701500,40922701500                              `,1,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,3.25,3,FALSE,410,410,0,0.08,FALSE,,43496,43496,43483,43505,,145,1099,1099                      g,43496,43496,0,FALSE,0.25,32.5,0.25,32.5,TRUE,0,0,3,FALSE,Other,43434.39558,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,436046,,,TRUE,1,,FALSE,,,410,377.5,FALSE
31,61,10031,Payroll,,69,PAYROLL,PAYROLL,Payroll,13,Big Three Technologies,35062011000,35062011000                              `,1,1,999,Normal,2000,999,Completed,70,3321MC,"Cook, Milo",,,,,,,,,TRUE,TRUE,3.25,2.75,FALSE,425,425,0,0.15,FALSE,,43496,43496,43445,43505,,145,1099,1099                      g,43496,43496,0,FALSE,0.5,65,0.5,65,FALSE,0,0,2.75,FALSE,Other,43434.42539,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,998,1,1,FALSE,FALSE,FALSE,439173,,,TRUE,1,,FALSE,,,425,360,FALSE
32,61,10032,Accounting,,92,ACCOUNTING,ACCOUNTING,Accounting,4,Plymouth LLC,40922701500,40922701500                              `,2,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,6,-0.75,TRUE,700,700,0,1,FALSE,,43465,43465,43279,43505,,81,ACCOUNTING,ACCOUNTING,43465,43465,0,FALSE,6.75,895,6.75,895,TRUE,0,0,-0.75,FALSE,Other,43111.37579,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,370443,,,TRUE,1,,FALSE,,,700,-195,TRUE
33,61,10033,Accounting,,93,ACCOUNTING,ACCOUNTING,Accounting,1,Treehouse Ventures,25984038000,25984038000                              `,2,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,6,-4.15,TRUE,750,750,0,1,FALSE,,43465,43465,43196,43505,,81,ACCOUNTING,ACCOUNTING,43465,43465,0,FALSE,10.15,1416,10.15,1416,TRUE,0,0,-4.15,FALSE,Other,43111.53906,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,370827,,,TRUE,1,,FALSE,,,750,-666,TRUE
34,61,10034,Accounting,,99,ACCOUNTING,ACCOUNTING,Accounting,14,Plymouth LLC,35909826000,35909826000                              `,2,1,999,Normal,2000,999,Completed,73,4831LC,"Clark, Lucia",,,,,,,,,TRUE,TRUE,6,-2.35,TRUE,750,750,0,1,FALSE,,43465,43465,43270,43505,,81,ACCOUNTING,ACCOUNTING,43465,43465,0,FALSE,8.35,1197.5,8.35,1197.5,FALSE,0,0,-2.35,FALSE,Other,43111.57597,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,375334,,,TRUE,1,,FALSE,,,750,-447.5,TRUE
35,61,10035,Accounting,,92,ACCOUNTING,ACCOUNTING,Accounting,4,Plymouth LLC,40922701500,40922701500                              `,2,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,5,Admin,,,TRUE,TRUE,6,2.32,FALSE,840,840,0,0.61,FALSE,,44196,44196,43931,44609,,81,ACCOUNTING,ACCOUNTING,44196,44196,0,FALSE,3.68,449,3.68,449,TRUE,0,0,2.32,FALSE,Other,43841.37569,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,544535,,,TRUE,1,,FALSE,,,840,391,FALSE
36,61,10036,Taxation,,63,TAX,TAX,Taxation,11,StoryBook Ventures,24744118500,24744118500                              `,5,2,999,Normal,2000,999,Completed,70,3321MC,"Cook, Milo",,,,,,,,,TRUE,TRUE,6,-0.35,TRUE,1190,1190,0,1,FALSE,,43539,43539,43497,43668,,106,1120S,1120S,43539,43539,0,FALSE,6.35,860,6.35,860,FALSE,0,0,-0.35,FALSE,Other,43434.41313,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,437917,,,TRUE,1,,FALSE,,,1190,330,FALSE
37,107,10037,Taxation,,17,TAX,TAX,Taxation,7,Treehouse Ventures,21747927000,21747927000                              `,5,1,999,Normal,2000,999,Completed,76,4337JW,"Ward, Jaime",,,,,2,Tax,,Complete,TRUE,TRUE,6,-18.05,TRUE,1290,1290,0,1,FALSE,,43905,43905,43875,43896,,106,1120S,1120S,43905,43905,0,FALSE,24.05,2637.5,24.05,2637.5,FALSE,0,0,-18.05,FALSE,2019 UltraTax CS,43801.69096,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,532479,,,TRUE,1,,FALSE,Extended,,1290,-1347.5,TRUE
38,107,10038,Taxation,,16,TAX,TAX,Taxation,6,Plymouth LLC,22422573000,22422573000                              `,5,1,999,Normal,2000,999,Completed,76,4337JW,"Ward, Jaime",,,,,2,Tax,,Complete,TRUE,TRUE,6,-4.3,TRUE,915,915,0,1,FALSE,,43905,43905,43874,43896,,106,1120S,1120S,43905,43905,0,FALSE,10.3,1127.5,10.3,1127.5,FALSE,0,0,-4.3,FALSE,2019 UltraTax CS,43801.6928,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,532755,,,TRUE,1,,FALSE,Extended,,915,-212.5,TRUE
